municipality_name,date,temp_mean_c,temp_min_c,temp_max_c,humidity_mean_pct,rainfall_sum_mm
Montevista,2023-09-04,27.90,24.20,33.40,80.00,1.40
Montevista,2023-09-05,27.10,23.40,33.60,83.00,3.50
Montevista,2023-09-06,26.70,24.60,30.50,86.00,17.20
Montevista,2023-09-07,26.30,23.40,31.40,86.00,1.70
Montevista,2023-09-08,26.30,23.40,31.60,88.00,21.30
Montevista,2023-09-09,26.20,22.90,31.60,86.00,5.90
Montevista,2023-09-10,26.20,23.70,30.90,87.00,13.70
Montevista,2023-09-11,26.50,23.20,32.20,84.00,37.40
Montevista,2023-09-12,26.30,22.90,31.80,86.00,39.60
Montevista,2023-09-13,26.20,24.00,31.10,86.00,47.10
Montevista,2023-09-14,26.60,23.00,31.70,84.00,6.20
Montevista,2023-09-15,25.80,23.50,30.10,89.00,17.10
Montevista,2023-09-16,25.80,23.40,30.40,87.00,20.70
Montevista,2023-09-17,25.60,23.00,30.60,89.00,39.40
Montevista,2023-09-18,25.30,23.00,28.60,90.00,6.90
Montevista,2023-09-19,26.30,23.00,30.50,86.00,5.90
Montevista,2023-09-20,26.40,24.30,30.20,86.00,6.90
Montevista,2023-09-21,25.90,23.60,30.20,90.00,18.60
Montevista,2023-09-22,27.10,24.00,31.90,83.00,1.70
Montevista,2023-09-23,27.60,23.60,31.80,78.00,0.10
Montevista,2023-09-24,26.70,23.50,32.00,82.00,11.50
Montevista,2023-09-25,26.40,23.40,31.50,84.00,27.20
Montevista,2023-09-26,25.20,22.10,30.80,89.00,33.50
Montevista,2023-09-27,26.70,22.90,31.90,82.00,7.40
Montevista,2023-09-28,27.70,24.60,32.00,78.00,10.20
Montevista,2023-09-29,27.20,23.90,31.10,85.00,1.50
Montevista,2023-09-30,27.90,23.90,32.50,79.00,0.40
Montevista,2023-10-01,28.40,25.40,32.40,75.00,0.00
Montevista,2023-10-02,28.50,24.70,33.30,77.00,0.00
Montevista,2023-10-03,27.10,24.00,32.40,87.00,9.80
Montevista,2023-10-04,27.00,24.10,33.30,85.00,2.80
Montevista,2023-10-05,26.80,22.90,33.20,83.00,12.10
Montevista,2023-10-06,26.80,23.40,32.60,85.00,6.50
Montevista,2023-10-07,26.60,23.10,30.70,86.00,3.10
Montevista,2023-10-08,26.70,23.20,31.50,87.00,10.30
Montevista,2023-10-09,25.50,23.00,29.00,91.00,18.90
Montevista,2023-10-10,25.30,23.50,27.90,91.00,29.70
Montevista,2023-10-11,25.80,22.80,30.10,88.00,18.50
Montevista,2023-10-12,27.00,24.40,32.30,83.00,14.30
Montevista,2023-10-13,26.50,24.10,29.70,86.00,1.20
Montevista,2023-10-14,27.00,24.40,31.40,85.00,5.30
Montevista,2023-10-15,27.10,24.40,31.80,84.00,3.00
Montevista,2023-10-16,26.20,22.90,31.20,87.00,5.20
Montevista,2023-10-17,26.60,23.00,31.00,86.00,6.30
Montevista,2023-10-18,26.30,23.10,32.00,87.00,16.80
Montevista,2023-10-19,26.10,22.70,31.70,88.00,7.00
Montevista,2023-10-20,26.20,22.50,31.00,87.00,10.20
Montevista,2023-10-21,26.70,23.10,31.50,85.00,2.80
Montevista,2023-10-22,26.00,23.00,31.60,89.00,9.70
Montevista,2023-10-23,25.90,21.50,32.00,86.00,1.40
Montevista,2023-10-24,26.30,22.50,32.40,87.00,8.20
Montevista,2023-10-25,25.90,22.30,31.50,89.00,12.60
Montevista,2023-10-26,25.60,23.00,28.90,89.00,7.40
Montevista,2023-10-27,26.20,23.00,30.90,87.00,9.90
Montevista,2023-10-28,27.10,23.40,32.10,82.00,0.90
Montevista,2023-10-29,26.00,23.00,31.20,88.00,2.20
Montevista,2023-10-30,25.40,22.60,30.10,91.00,7.30
Montevista,2023-10-31,27.50,23.50,32.70,80.00,0.30
Montevista,2023-11-01,26.80,23.60,31.80,86.00,5.00
Montevista,2023-11-02,26.80,22.10,31.90,84.00,0.90
Montevista,2023-11-03,26.10,23.10,30.90,88.00,18.00
Montevista,2023-11-04,25.70,23.00,31.20,90.00,14.10
Montevista,2023-11-05,26.20,23.60,31.00,88.00,2.00
Montevista,2023-11-06,27.30,23.00,32.80,81.00,0.70
Montevista,2023-11-07,26.40,24.30,30.10,86.00,13.50
Montevista,2023-11-08,26.30,24.10,30.80,87.00,8.80
Montevista,2023-11-09,26.90,23.50,31.60,85.00,8.60
Montevista,2023-11-10,26.30,22.90,31.00,88.00,8.40
Montevista,2023-11-11,26.90,23.40,31.30,82.00,0.10
Montevista,2023-11-12,26.20,21.80,31.40,85.00,1.90
Montevista,2023-11-13,26.90,22.70,32.30,83.00,2.00
Montevista,2023-11-14,27.00,21.50,32.20,81.00,0.80
Montevista,2023-11-15,27.40,23.70,32.50,78.00,0.90
Montevista,2023-11-16,25.80,23.50,28.00,88.00,20.40
Montevista,2023-11-17,25.80,23.50,29.20,89.00,13.90
Montevista,2023-11-18,26.90,23.90,31.30,85.00,6.10
Montevista,2023-11-19,26.60,24.10,30.40,86.00,8.60
Montevista,2023-11-20,26.70,23.80,32.20,86.00,14.90
Montevista,2023-11-21,26.70,24.20,30.60,88.00,13.00
Montevista,2023-11-22,26.30,23.00,31.60,88.00,5.30
Montevista,2023-11-23,26.40,24.00,30.00,88.00,8.60
Montevista,2023-11-24,26.70,23.70,31.00,84.00,5.30
Montevista,2023-11-25,25.90,22.50,31.10,88.00,9.80
Montevista,2023-11-26,26.90,23.10,31.10,81.00,1.00
Montevista,2023-11-27,26.70,23.90,31.00,84.00,8.20
Montevista,2023-11-28,26.40,23.80,30.60,87.00,23.70
Montevista,2023-11-29,26.20,23.60,30.50,87.00,18.30
Montevista,2023-11-30,26.80,23.50,32.30,81.00,1.90
Montevista,2023-12-01,27.10,24.50,31.50,83.00,5.20
Montevista,2023-12-02,26.30,24.20,30.40,86.00,9.30
Montevista,2023-12-03,26.50,23.50,30.90,84.00,8.50
Montevista,2023-12-04,26.50,22.90,31.00,86.00,7.20
Montevista,2023-12-05,26.40,23.70,31.30,88.00,17.80
Montevista,2023-12-06,25.80,23.90,28.00,87.00,5.80
Montevista,2023-12-07,26.50,24.10,30.70,86.00,9.20
Montevista,2023-12-08,26.70,24.00,30.10,85.00,5.80
Montevista,2023-12-09,26.40,23.00,30.40,84.00,2.70
Montevista,2023-12-10,26.70,22.50,31.90,82.00,0.10
Montevista,2023-12-11,26.90,23.40,31.50,80.00,0.20
Montevista,2023-12-12,26.70,22.40,31.60,83.00,0.30
Montevista,2023-12-13,26.50,23.50,29.60,83.00,1.00
Montevista,2023-12-14,27.20,24.00,31.80,79.00,0.30
Montevista,2023-12-15,26.80,23.40,32.20,81.00,1.30
Montevista,2023-12-16,26.80,22.80,31.10,79.00,1.20
Montevista,2023-12-17,25.30,23.50,27.70,87.00,5.10
Montevista,2023-12-18,24.40,23.20,25.80,94.00,72.40
Montevista,2023-12-19,25.30,23.00,28.70,91.00,7.70
Montevista,2023-12-20,26.80,23.50,32.50,83.00,0.10
Montevista,2023-12-21,26.10,21.50,31.60,84.00,1.20
Montevista,2023-12-22,25.80,23.20,28.70,88.00,15.50
Montevista,2023-12-23,26.70,23.30,32.20,81.00,0.30
Montevista,2023-12-24,26.60,23.00,31.50,82.00,1.10
Montevista,2023-12-25,25.40,23.90,28.20,88.00,12.40
Montevista,2023-12-26,26.80,23.90,31.00,84.00,3.80
Montevista,2023-12-27,26.50,23.50,30.70,85.00,8.00
Montevista,2023-12-28,26.90,23.50,31.50,79.00,0.40
Montevista,2023-12-29,26.60,23.50,31.20,85.00,11.50
Montevista,2023-12-30,25.80,23.80,29.70,90.00,9.30
Montevista,2023-12-31,26.90,23.30,32.20,86.00,1.50
Montevista,2024-01-01,25.90,23.70,29.40,87.00,9.00
Montevista,2024-01-02,25.20,23.90,27.40,93.00,153.80
Montevista,2024-01-03,25.60,23.00,28.50,89.00,15.90
Montevista,2024-01-04,26.50,22.00,31.30,84.00,0.40
Montevista,2024-01-05,26.50,21.70,32.50,80.00,0.00
Montevista,2024-01-06,26.20,23.90,29.50,85.00,6.80
Montevista,2024-01-07,27.30,24.10,32.10,80.00,0.60
Montevista,2024-01-08,26.70,23.70,31.00,81.00,6.00
Montevista,2024-01-09,26.40,23.40,30.60,86.00,3.50
Montevista,2024-01-10,26.90,23.80,32.80,82.00,0.30
Montevista,2024-01-11,27.00,22.30,32.20,79.00,0.10
Montevista,2024-01-12,27.00,24.50,31.20,78.00,0.60
Montevista,2024-01-13,26.50,23.60,30.60,82.00,2.60
Montevista,2024-01-14,26.30,23.90,31.50,80.00,1.90
Montevista,2024-01-15,25.70,23.90,29.10,86.00,25.90
Montevista,2024-01-16,25.10,23.90,26.90,86.00,37.40
Montevista,2024-01-17,25.10,23.40,27.90,87.00,8.50
Montevista,2024-01-18,25.00,23.30,27.90,91.00,17.50
Montevista,2024-01-19,26.10,23.20,30.40,83.00,1.00
Montevista,2024-01-20,26.20,23.00,30.70,81.00,0.70
Montevista,2024-01-21,26.60,22.50,31.50,79.00,0.10
Montevista,2024-01-22,26.70,23.80,30.70,79.00,0.10
Montevista,2024-01-23,26.40,23.00,30.50,80.00,0.30
Montevista,2024-01-24,25.90,22.50,30.20,82.00,1.80
Montevista,2024-01-25,25.80,23.20,30.50,79.00,1.00
Montevista,2024-01-26,25.10,23.20,28.00,83.00,14.50
Montevista,2024-01-27,24.80,21.60,29.00,77.00,0.70
Montevista,2024-01-28,24.80,23.00,27.50,80.00,0.20
Montevista,2024-01-29,24.40,23.50,26.00,90.00,27.00
Montevista,2024-01-30,25.00,23.00,28.80,89.00,87.40
Montevista,2024-01-31,24.30,23.40,25.90,93.00,54.40
Montevista,2024-02-01,24.90,23.40,27.70,91.00,30.10
Montevista,2024-02-02,26.30,23.50,30.40,85.00,3.60
Montevista,2024-02-03,26.20,22.50,30.40,83.00,0.30
Montevista,2024-02-04,26.00,23.50,29.10,85.00,5.60
Montevista,2024-02-05,26.20,22.40,31.10,79.00,0.60
Montevista,2024-02-06,25.20,21.70,28.00,88.00,2.20
Montevista,2024-02-07,25.10,23.40,28.00,91.00,11.90
Montevista,2024-02-08,25.10,23.20,27.10,90.00,3.80
Montevista,2024-02-09,25.60,21.60,30.10,82.00,0.30
Montevista,2024-02-10,26.30,22.80,30.60,77.00,0.00
Montevista,2024-02-11,25.10,23.50,27.80,82.00,16.20
Montevista,2024-02-12,26.10,23.20,30.80,76.00,1.70
Montevista,2024-02-13,26.50,23.10,31.10,74.00,1.00
Montevista,2024-02-14,26.60,23.50,31.60,75.00,0.30
Montevista,2024-02-15,26.40,20.60,32.90,76.00,0.40
Montevista,2024-02-16,26.00,22.50,29.80,84.00,5.20
Montevista,2024-02-17,26.50,23.10,31.40,79.00,0.20
Montevista,2024-02-18,27.00,23.90,31.50,79.00,0.70
Montevista,2024-02-19,26.30,22.10,31.80,79.00,0.20
Montevista,2024-02-20,26.40,22.00,33.00,75.00,0.00
Montevista,2024-02-21,25.40,20.50,31.10,86.00,2.30
Montevista,2024-02-22,26.20,23.50,30.50,87.00,3.90
Montevista,2024-02-23,25.90,23.40,29.90,87.00,7.30
Montevista,2024-02-24,26.60,23.40,31.70,80.00,0.10
Montevista,2024-02-25,26.30,20.90,31.80,79.00,0.80
Montevista,2024-02-26,25.90,22.80,29.80,80.00,1.00
Montevista,2024-02-27,25.80,23.70,30.00,79.00,8.20
Montevista,2024-02-28,24.70,23.10,27.20,86.00,9.20
Montevista,2024-02-29,26.10,23.80,29.70,85.00,4.20
Montevista,2024-03-01,26.80,24.00,31.00,80.00,0.50
Montevista,2024-03-02,26.40,22.90,31.00,78.00,0.40
Montevista,2024-03-03,26.00,22.10,31.90,77.00,0.00
Montevista,2024-03-04,26.10,20.90,31.90,76.00,0.10
Montevista,2024-03-05,26.70,22.80,31.60,79.00,0.80
Montevista,2024-03-06,27.10,22.50,33.20,80.00,0.30
Montevista,2024-03-07,26.50,22.40,32.00,77.00,0.00
Montevista,2024-03-08,25.80,21.00,31.00,80.00,0.60
Montevista,2024-03-09,26.70,22.70,32.00,77.00,0.00
Montevista,2024-03-10,26.40,22.20,32.00,75.00,0.30
Montevista,2024-03-11,26.40,21.40,32.30,75.00,0.10
Montevista,2024-03-12,26.50,23.80,30.50,83.00,8.40
Montevista,2024-03-13,26.70,23.70,30.60,78.00,0.20
Montevista,2024-03-14,26.70,23.10,32.00,75.00,0.60
Montevista,2024-03-15,26.90,23.00,32.50,76.00,0.10
Montevista,2024-03-16,26.80,21.70,32.20,76.00,0.40
Montevista,2024-03-17,26.80,23.20,32.20,73.00,0.10
Montevista,2024-03-18,26.60,21.80,32.30,74.00,0.00
Montevista,2024-03-19,26.70,21.90,32.20,76.00,0.50
Montevista,2024-03-20,27.30,22.60,32.50,75.00,0.50
Montevista,2024-03-21,26.80,24.00,31.50,77.00,1.30
Montevista,2024-03-22,27.60,24.50,32.80,69.00,0.50
Montevista,2024-03-23,27.50,22.90,33.30,69.00,0.10
Montevista,2024-03-24,27.50,24.00,32.70,72.00,0.20
Montevista,2024-03-25,28.10,23.90,33.30,76.00,0.60
Montevista,2024-03-26,28.70,24.50,34.80,77.00,0.10
Montevista,2024-03-27,28.40,23.70,34.30,75.00,0.10
Montevista,2024-03-28,27.80,24.00,32.60,79.00,7.20
Montevista,2024-03-29,27.00,24.00,31.80,80.00,6.50
Montevista,2024-03-30,27.80,22.20,34.20,74.00,0.60
Montevista,2024-03-31,27.90,23.60,34.00,74.00,0.20
Montevista,2024-04-01,27.60,21.90,34.50,72.00,0.00
Montevista,2024-04-02,27.70,22.60,33.80,73.00,0.20
Montevista,2024-04-03,28.30,21.90,34.80,71.00,0.00
Montevista,2024-04-04,28.50,24.30,33.90,72.00,0.00
Montevista,2024-04-05,28.80,25.00,33.70,69.00,0.00
Montevista,2024-04-06,28.10,25.20,32.20,74.00,8.90
Montevista,2024-04-07,27.70,22.80,33.70,74.00,0.00
Montevista,2024-04-08,25.90,20.90,31.30,82.00,4.00
Montevista,2024-04-09,27.80,21.80,35.00,74.00,0.10
Montevista,2024-04-10,27.70,23.60,33.40,74.00,1.40
Montevista,2024-04-11,27.90,22.10,34.70,73.00,0.20
Montevista,2024-04-12,28.00,22.50,35.10,73.00,0.00
Montevista,2024-04-13,28.00,22.50,34.70,74.00,0.10
Montevista,2024-04-14,28.10,22.10,35.50,73.00,0.10
Montevista,2024-04-15,28.80,23.50,35.50,72.00,0.20
Montevista,2024-04-16,29.20,24.40,34.70,70.00,0.60
Montevista,2024-04-17,29.20,24.60,35.20,69.00,0.60
Montevista,2024-04-18,29.30,23.70,36.50,68.00,0.10
Montevista,2024-04-19,28.80,23.90,35.30,69.00,0.40
Montevista,2024-04-20,28.50,21.90,35.30,68.00,0.10
Montevista,2024-04-21,28.20,25.50,32.40,77.00,1.90
Montevista,2024-04-22,29.50,24.50,36.50,73.00,0.60
Montevista,2024-04-23,29.20,24.80,35.00,72.00,0.00
Montevista,2024-04-24,29.60,25.20,35.50,71.00,0.20
Montevista,2024-04-25,29.90,23.60,37.00,67.00,0.00
Montevista,2024-04-26,29.50,26.00,35.70,73.00,4.20
Montevista,2024-04-27,28.10,25.40,34.60,81.00,6.90
Montevista,2024-04-28,29.10,24.70,35.80,72.00,0.30
Montevista,2024-04-29,28.40,25.00,33.20,75.00,3.90
Montevista,2024-04-30,26.70,24.40,31.00,87.00,12.40
Montevista,2024-05-01,28.10,23.10,34.60,79.00,0.80
Montevista,2024-05-02,28.70,24.00,35.20,73.00,0.00
Montevista,2024-05-03,28.10,22.50,34.30,73.00,0.10
Montevista,2024-05-04,28.30,25.20,33.80,76.00,0.80
Montevista,2024-05-05,28.80,23.60,34.90,73.00,0.10
Montevista,2024-05-06,28.70,24.60,34.00,75.00,0.90
Montevista,2024-05-07,28.40,23.50,34.20,73.00,0.60
Montevista,2024-05-08,28.40,23.00,34.80,75.00,0.10
Montevista,2024-05-09,27.20,22.90,35.00,84.00,11.90
Montevista,2024-05-10,28.30,24.20,34.20,78.00,0.90
Montevista,2024-05-11,29.00,24.10,36.20,75.00,0.50
Montevista,2024-05-12,27.40,25.00,31.20,86.00,10.20
Montevista,2024-05-13,28.70,24.70,35.20,79.00,0.50
Montevista,2024-05-14,29.30,24.00,36.00,73.00,0.10
Montevista,2024-05-15,29.10,23.90,35.20,73.00,1.00
Montevista,2024-05-16,29.00,23.70,35.80,71.00,0.60
Montevista,2024-05-17,29.50,23.40,36.70,70.00,0.20
Montevista,2024-05-18,30.20,24.80,36.80,65.00,0.00
Montevista,2024-05-19,30.10,23.90,37.50,66.00,0.60
Montevista,2024-05-20,29.30,25.20,34.60,72.00,1.30
Montevista,2024-05-21,28.10,25.30,32.50,80.00,10.60
Montevista,2024-05-22,29.10,24.50,35.30,71.00,1.30
Montevista,2024-05-23,28.70,23.60,35.40,78.00,9.30
Montevista,2024-05-24,28.20,25.60,33.20,80.00,2.10
Montevista,2024-05-25,29.30,25.00,34.80,77.00,2.50
Montevista,2024-05-26,27.50,25.20,34.20,87.00,24.60
Montevista,2024-05-27,27.60,23.90,33.80,84.00,2.70
Montevista,2024-05-28,28.30,25.00,34.50,80.00,1.60
Montevista,2024-05-29,28.20,24.40,35.10,80.00,1.50
Montevista,2024-05-30,28.20,25.00,34.00,81.00,1.70
Montevista,2024-05-31,28.80,24.80,35.20,81.00,2.90
Montevista,2024-06-01,29.10,25.30,35.50,77.00,5.80
Montevista,2024-06-02,28.10,24.00,33.50,80.00,1.80
Montevista,2024-06-03,28.10,23.80,34.60,79.00,17.20
Montevista,2024-06-04,27.50,23.20,32.40,81.00,19.30
Montevista,2024-06-05,28.30,25.40,34.80,80.00,2.60
Montevista,2024-06-06,27.40,24.50,33.00,84.00,7.10
Montevista,2024-06-07,26.80,23.60,32.30,84.00,10.40
Montevista,2024-06-08,27.10,23.50,33.00,83.00,1.50
Montevista,2024-06-09,27.70,24.50,34.00,82.00,18.30
Montevista,2024-06-10,26.50,23.90,29.40,87.00,4.60
Montevista,2024-06-11,27.40,24.30,33.20,83.00,8.40
Montevista,2024-06-12,27.10,23.00,34.20,83.00,3.00
Montevista,2024-06-13,26.20,24.50,28.60,88.00,9.30
Montevista,2024-06-14,27.40,24.40,32.80,81.00,4.70
Montevista,2024-06-15,26.80,24.10,32.80,82.00,15.40
Montevista,2024-06-16,26.40,23.10,32.10,85.00,10.10
Montevista,2024-06-17,26.70,23.50,32.00,85.00,7.20
Montevista,2024-06-18,27.40,23.90,32.80,81.00,6.20
Montevista,2024-06-19,25.90,24.00,28.90,88.00,6.10
Montevista,2024-06-20,25.30,23.80,26.90,93.00,9.70
Montevista,2024-06-21,27.00,23.70,31.40,85.00,1.60
Montevista,2024-06-22,26.30,24.00,31.40,88.00,2.80
Montevista,2024-06-23,26.40,23.50,32.60,85.00,3.90
Montevista,2024-06-24,26.30,23.30,31.80,87.00,20.80
Montevista,2024-06-25,26.80,23.70,32.60,85.00,5.80
Montevista,2024-06-26,25.30,24.00,27.50,91.00,20.00
Montevista,2024-06-27,26.30,22.80,31.40,88.00,10.30
Montevista,2024-06-28,27.10,23.40,31.10,85.00,0.90
Montevista,2024-06-29,27.70,23.60,32.60,82.00,1.00
Montevista,2024-06-30,26.40,24.30,30.50,88.00,34.20
Montevista,2024-07-01,26.00,24.10,30.60,89.00,23.30
Montevista,2024-07-02,26.00,23.30,31.80,88.00,5.00
Montevista,2024-07-03,26.60,23.40,31.50,85.00,17.00
Montevista,2024-07-04,25.40,23.00,30.50,89.00,33.10
Montevista,2024-07-05,26.10,22.30,30.40,86.00,1.30
Montevista,2024-07-06,26.70,23.20,31.40,86.00,1.60
Montevista,2024-07-07,26.80,23.10,32.50,84.00,1.70
Montevista,2024-07-08,26.20,24.00,29.10,87.00,5.60
Montevista,2024-07-09,26.60,22.80,31.40,85.00,5.40
Montevista,2024-07-10,26.70,23.60,31.90,85.00,14.50
Montevista,2024-07-11,25.70,22.90,31.00,89.00,32.70
Montevista,2024-07-12,25.70,23.30,29.80,89.00,27.20
Montevista,2024-07-13,25.70,22.90,30.60,87.00,28.70
Montevista,2024-07-14,25.60,24.00,27.60,85.00,7.20
Montevista,2024-07-15,25.30,23.60,28.40,91.00,23.70
Montevista,2024-07-16,25.20,23.10,29.00,91.00,29.80
Montevista,2024-07-17,26.10,22.90,29.20,87.00,1.50
Montevista,2024-07-18,26.20,24.20,29.10,89.00,3.70
Montevista,2024-07-19,26.20,23.20,29.90,87.00,3.30
Montevista,2024-07-20,27.20,23.80,31.60,83.00,1.00
Montevista,2024-07-21,27.30,23.50,32.40,83.00,2.70
Montevista,2024-07-22,27.30,24.30,30.20,83.00,0.00
Montevista,2024-07-23,28.40,25.50,32.50,75.00,0.00
Montevista,2024-07-24,28.50,25.40,32.80,76.00,0.00
Montevista,2024-07-25,28.20,24.90,32.00,79.00,0.00
Montevista,2024-07-26,27.70,25.00,32.90,84.00,12.10
Montevista,2024-07-27,25.70,23.50,28.40,90.00,8.00
Montevista,2024-07-28,26.50,23.50,31.50,86.00,9.40
Montevista,2024-07-29,26.10,23.30,31.40,88.00,21.00
Montevista,2024-07-30,26.40,22.40,31.50,86.00,8.80
Montevista,2024-07-31,26.70,24.20,31.00,87.00,16.40
Montevista,2024-08-01,26.60,23.80,31.10,86.00,8.00
Montevista,2024-08-02,26.90,23.10,32.20,83.00,3.20
Montevista,2024-08-03,27.20,23.70,32.70,81.00,0.80
Montevista,2024-08-04,27.70,24.10,32.50,78.00,0.00
Montevista,2024-08-05,28.00,24.50,32.20,76.00,0.00
Montevista,2024-08-06,27.70,24.40,32.20,81.00,4.10
Montevista,2024-08-07,27.90,24.50,32.50,81.00,2.10
Montevista,2024-08-08,26.80,24.20,31.10,85.00,15.70
Montevista,2024-08-09,26.00,23.10,31.00,88.00,19.10
Montevista,2024-08-10,27.50,23.40,33.20,80.00,5.30
Montevista,2024-08-11,27.30,23.80,32.00,83.00,4.30
Montevista,2024-08-12,27.40,24.50,32.50,84.00,2.60
Montevista,2024-08-13,26.50,23.20,31.60,86.00,12.40
Montevista,2024-08-14,27.00,22.70,32.20,85.00,1.70
Montevista,2024-08-15,27.40,24.10,32.40,84.00,2.00
Montevista,2024-08-16,26.80,24.40,31.90,85.00,5.00
Montevista,2024-08-17,26.80,24.30,32.00,85.00,14.00
Montevista,2024-08-18,26.80,23.50,33.20,84.00,4.60
Montevista,2024-08-19,27.20,23.80,32.70,83.00,3.90
Montevista,2024-08-20,26.60,23.60,30.70,86.00,3.70
Montevista,2024-08-21,27.10,24.20,31.50,86.00,13.40
Montevista,2024-08-22,26.30,23.50,31.40,89.00,37.60
Montevista,2024-08-23,27.10,23.90,32.00,84.00,10.60
Montevista,2024-08-24,25.70,23.30,27.70,88.00,4.40
Montevista,2024-08-25,27.10,23.40,32.50,83.00,5.50
Montevista,2024-08-26,27.60,24.40,32.20,82.00,0.50
Montevista,2024-08-27,27.00,23.90,32.30,85.00,6.60
Montevista,2024-08-28,27.50,23.70,33.00,82.00,4.70
Montevista,2024-08-29,25.50,23.80,27.20,90.00,9.10
Montevista,2024-08-30,26.40,23.80,31.40,85.00,19.80
Montevista,2024-08-31,25.40,24.50,26.50,90.00,7.20
Montevista,2024-09-01,26.90,23.60,31.20,82.00,0.20
Montevista,2024-09-02,28.10,24.40,32.70,75.00,0.00
Montevista,2024-09-03,28.10,24.60,33.20,80.00,0.30
Montevista,2024-09-04,28.10,24.40,33.50,80.00,3.70
Montevista,2024-09-05,27.40,24.40,33.80,81.00,19.20
Montevista,2024-09-06,27.40,23.50,32.50,85.00,8.30
Montevista,2024-09-07,28.00,25.00,32.80,83.00,12.50
Montevista,2024-09-08,27.40,24.60,32.70,82.00,14.50
Montevista,2024-09-09,27.00,24.10,32.80,84.00,24.10
Montevista,2024-09-10,26.40,22.80,31.40,86.00,6.00
Montevista,2024-09-11,26.90,24.10,31.00,85.00,13.70
Montevista,2024-09-12,26.70,24.80,29.10,83.00,1.40
Montevista,2024-09-13,27.10,23.30,31.20,80.00,0.90
Montevista,2024-09-14,27.90,25.10,32.00,73.00,0.30
Montevista,2024-09-15,27.40,24.20,31.40,76.00,0.80
Montevista,2024-09-16,27.90,24.20,31.80,75.00,0.80
Montevista,2024-09-17,28.60,25.60,32.80,73.00,0.20
Montevista,2024-09-18,28.60,24.90,33.00,73.00,0.10
Montevista,2024-09-19,27.50,24.80,31.00,82.00,1.10
Montevista,2024-09-20,27.10,24.90,32.50,87.00,21.00
Montevista,2024-09-21,26.80,23.80,31.60,87.00,3.00
Montevista,2024-09-22,26.40,24.30,30.90,87.00,1.90
Montevista,2024-09-23,26.60,23.40,30.60,87.00,2.20
Montevista,2024-09-24,25.60,23.30,30.00,91.00,24.60
Montevista,2024-09-25,26.60,23.00,31.40,85.00,0.30
Montevista,2024-09-26,26.50,22.60,32.50,85.00,6.80
Montevista,2024-09-27,26.70,23.40,33.50,83.00,10.90
Montevista,2024-09-28,27.80,24.10,33.20,78.00,0.10
Montevista,2024-09-29,28.20,24.00,33.00,79.00,1.40
Montevista,2024-09-30,26.90,24.20,32.00,84.00,16.50
Montevista,2024-10-01,26.00,23.10,31.30,88.00,12.10
Montevista,2024-10-02,27.30,23.30,32.90,83.00,2.30
Montevista,2024-10-03,25.80,22.90,28.60,87.00,1.20
Montevista,2024-10-04,27.50,23.80,33.20,81.00,2.00
Montevista,2024-10-05,27.40,23.50,33.20,80.00,0.60
Montevista,2024-10-06,27.70,24.00,33.00,79.00,0.20
Montevista,2024-10-07,28.50,25.00,33.20,75.00,0.50
Montevista,2024-10-08,27.80,24.50,33.20,81.00,4.80
Montevista,2024-10-09,27.70,24.70,33.00,79.00,0.70
Montevista,2024-10-10,27.80,24.50,33.50,80.00,1.60
Montevista,2024-10-11,27.20,24.20,33.20,82.00,11.90
Montevista,2024-10-12,26.20,23.20,31.20,87.00,10.90
Montevista,2024-10-13,27.40,23.20,32.30,84.00,1.30
Montevista,2024-10-14,27.00,24.00,31.90,85.00,8.90
Montevista,2024-10-15,25.80,22.70,31.90,87.00,6.60
Montevista,2024-10-16,26.40,23.00,31.60,84.00,8.20
Montevista,2024-10-17,27.00,24.40,32.30,84.00,1.10
Montevista,2024-10-18,27.50,23.90,32.80,81.00,0.50
Montevista,2024-10-19,27.20,23.90,33.10,83.00,4.80
Montevista,2024-10-20,27.10,23.60,33.40,83.00,19.40
Montevista,2024-10-21,27.40,23.90,31.60,77.00,0.30
Montevista,2024-10-22,27.90,25.10,30.50,70.00,0.00
Montevista,2024-10-23,28.30,24.10,32.60,72.00,0.50
Montevista,2024-10-24,28.30,23.40,33.30,75.00,0.20
Montevista,2024-10-25,28.40,24.10,33.70,74.00,1.00
Montevista,2024-10-26,26.60,24.50,30.10,82.00,3.00
Montevista,2024-10-27,27.40,23.10,31.60,71.00,0.00
Montevista,2024-10-28,28.20,23.70,33.00,72.00,0.70
Montevista,2024-10-29,28.30,24.40,33.50,72.00,0.10
Montevista,2024-10-30,27.50,23.40,34.00,78.00,17.30
Montevista,2024-10-31,27.10,23.90,33.40,83.00,2.50
Montevista,2024-11-01,27.00,23.70,33.00,81.00,4.30
Montevista,2024-11-02,26.40,22.60,31.40,84.00,3.40
Montevista,2024-11-03,26.10,22.40,32.00,87.00,6.10
Montevista,2024-11-04,25.60,22.80,31.40,88.00,25.50
Montevista,2024-11-05,26.00,22.60,29.90,85.00,0.80
Montevista,2024-11-06,27.00,23.30,32.80,83.00,1.20
Montevista,2024-11-07,26.50,24.20,31.10,88.00,7.00
Montevista,2024-11-08,27.20,23.00,32.70,82.00,2.60
Montevista,2024-11-09,27.10,22.50,32.80,83.00,2.50
Montevista,2024-11-10,27.20,23.40,33.00,84.00,1.80
Montevista,2024-11-11,27.40,24.20,33.20,83.00,4.10
